Fecha de Pago;Tipo de Operación;Número de Movimiento;Operación Relacionada;Importe
2025-12-19T12:14:32Z;Impuesto sobre los Créditos y Débitos en cobros;2153200426791;137959246067;-48.1
2025-12-19T12:14:32Z;Costo de Mercado Pago;2153200426793;137959246067;-77.76
2025-12-19T12:14:32Z;Retención Impuesto a los IIBB de Santa Fe;2153200426795;137959246067;-120.24
2025-12-19T12:19:54Z;Cobro;2153206603543;137960064095;25200
2025-12-19T12:19:54Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153206603545;137960064095;-12.6
2025-12-19T12:19:54Z;Impuesto sobre los Créditos y Débitos en cobros;2153206603547;137960064095;-151.2
2025-12-19T12:19:54Z;Costo de Mercado Pago;2153206603549;137960064095;-244.44
2025-12-19T12:19:54Z;Retención Impuesto a los IIBB de Santa Fe;2153206603551;137960064095;-378
2025-12-19T12:25:31Z;Cobro;2153212782981;138601013674;2400
2025-12-19T12:25:31Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153212782983;138601013674;-1.2
2025-12-19T12:25:31Z;Impuesto sobre los Créditos y Débitos en cobros;2153212782985;138601013674;-14.4
2025-12-19T12:25:31Z;Costo de Mercado Pago;2153212782987;138601013674;-23.78
2025-12-19T12:25:31Z;Retención Impuesto a los IIBB de Santa Fe;2153212782989;138601013674;-36
2025-12-19T12:25:59Z;Cobro;2153213083453;138601095650;30000
2025-12-19T12:25:59Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153213083455;138601095650;-15
2025-12-19T12:25:59Z;Impuesto sobre los Créditos y Débitos en cobros;2153213083457;138601095650;-180
2025-12-19T12:25:59Z;Costo de Mercado Pago;2153213083459;138601095650;-291
2025-12-19T12:25:59Z;Retención Impuesto a los IIBB de Santa Fe;2153213083461;138601095650;-450
2025-12-19T12:26:20Z;Cobro;2153213473555;138601110014;26929
2025-12-19T12:26:20Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153213473557;138601110014;-13.46
2025-12-19T12:26:20Z;Impuesto sobre los Créditos y Débitos en cobros;2153213473559;138601110014;-161.57
2025-12-19T12:26:20Z;Costo de Mercado Pago;2153213473561;138601110014;-261.21
2025-12-19T12:26:20Z;Retención Impuesto a los IIBB de Santa Fe;2153213473563;138601110014;-403.94
2025-12-19T12:28:15Z;Cobro;2153373873764;137961953713;8900
2025-12-19T12:28:15Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153373873766;137961953713;-4.45
2025-12-19T12:28:15Z;Impuesto sobre los Créditos y Débitos en cobros;2153373873768;137961953713;-53.4
2025-12-19T12:28:15Z;Costo de Mercado Pago;2153373873770;137961953713;-88.18
2025-12-19T12:28:15Z;Retención Impuesto a los IIBB de Santa Fe;2153373873772;137961953713;-133.5
2025-12-19T12:30:52Z;Cobro;2153376784914;137962496903;24538
2025-12-19T12:30:52Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153376784916;137962496903;-12.27
2025-12-19T12:30:52Z;Impuesto sobre los Créditos y Débitos en cobros;2153376784918;137962496903;-147.23
2025-12-19T12:30:52Z;Costo de Mercado Pago;2153376784920;137962496903;-238.02
2025-12-19T12:30:52Z;Retención Impuesto a los IIBB de Santa Fe;2153376784922;137962496903;-368.07
2025-12-19T12:34:25Z;Cobro;2153380875726;138602830958;20000
2025-12-19T12:34:25Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153380875728;138602830958;-10
2025-12-19T12:34:25Z;Impuesto sobre los Créditos y Débitos en cobros;2153380875730;138602830958;-120
2025-12-19T12:34:25Z;Costo de Mercado Pago;2153380875732;138602830958;-194
2025-12-19T12:34:25Z;Retención Impuesto a los IIBB de Santa Fe;2153380875734;138602830958;-300
2025-12-19T12:35:14Z;Cobro;2153381963232;137963170909;4900
2025-12-19T12:35:14Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153381963234;137963170909;-2.45
2025-12-19T12:35:14Z;Impuesto sobre los Créditos y Débitos en cobros;2153381963236;137963170909;-29.4
2025-12-19T12:35:14Z;Costo de Mercado Pago;2153381963238;137963170909;-47.53
2025-12-19T12:35:14Z;Retención Impuesto a los IIBB de Santa Fe;2153381963240;137963170909;-73.5
2025-12-19T12:36:16Z;Cobro;2153383107854;138603306384;39000
2025-12-19T12:36:16Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153383107856;138603306384;-19.5
2025-12-19T12:36:16Z;Impuesto sobre los Créditos y Débitos en cobros;2153383107858;138603306384;-234
2025-12-19T12:36:16Z;Costo de Mercado Pago;2153383107860;138603306384;-378.3
2025-12-19T12:36:16Z;Retención Impuesto a los IIBB de Santa Fe;2153383107862;138603306384;-585
2025-12-19T12:37:46Z;Cobro;2153384526974;138603554306;4400
2025-12-19T12:37:46Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153384526976;138603554306;-2.2
2025-12-19T12:37:46Z;Impuesto sobre los Créditos y Débitos en cobros;2153384526978;138603554306;-26.4
2025-12-19T12:37:46Z;Retención Impuesto a los IIBB de Santa Fe;2153384526980;138603554306;-66
2025-12-19T12:37:46Z;Costo de Mercado Pago;2153384526982;138603554306;-67.86
2025-12-19T12:38:28Z;Cobro;2153227012991;137963637223;3782
2025-12-19T12:38:28Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153227012993;137963637223;-1.89
2025-12-19T12:38:28Z;Impuesto sobre los Créditos y Débitos en cobros;2153227012995;137963637223;-22.69
2025-12-19T12:38:28Z;Costo de Mercado Pago;2153227012997;137963637223;-36.69
2025-12-19T12:38:28Z;Retención Impuesto a los IIBB de Santa Fe;2153227012999;137963637223;-56.73
2025-12-19T12:38:34Z;Cobro;2153385382570;138603539792;3520
2025-12-19T12:38:34Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153385382572;138603539792;-1.76
2025-12-19T12:38:34Z;Impuesto sobre los Créditos y Débitos en cobros;2153385382574;138603539792;-21.12
2025-12-19T12:38:34Z;Costo de Mercado Pago;2153385382576;138603539792;-34.14
2025-12-19T12:38:34Z;Retención Impuesto a los IIBB de Santa Fe;2153385382578;138603539792;-52.8
2025-12-19T12:43:18Z;Cobro;2153232303527;137964473561;30014
2025-12-19T12:43:18Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153232303529;137964473561;-15.01
2025-12-19T12:43:18Z;Impuesto sobre los Créditos y Débitos en cobros;2153232303531;137964473561;-180.08
2025-12-19T12:43:18Z;Costo de Mercado Pago;2153232303533;137964473561;-291.14
2025-12-19T12:43:18Z;Retención Impuesto a los IIBB de Santa Fe;2153232303535;137964473561;-450.21
2025-12-19T12:44:00Z;Cobro;2153391213408;138604554134;20000
2025-12-19T12:44:00Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153391213410;138604554134;-10
2025-12-19T12:44:00Z;Impuesto sobre los Créditos y Débitos en cobros;2153391213412;138604554134;-120
2025-12-19T12:44:00Z;Costo de Mercado Pago;2153391213414;138604554134;-194
2025-12-19T12:44:00Z;Retención Impuesto a los IIBB de Santa Fe;2153391213416;138604554134;-300
2025-12-19T12:45:00Z;Cobro;2153233828341;138604628852;50000
2025-12-19T12:45:00Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153233828343;138604628852;-25
2025-12-19T12:45:00Z;Impuesto sobre los Créditos y Débitos en cobros;2153233828345;138604628852;-300
2025-12-19T12:45:00Z;Retención Impuesto a los IIBB de Santa Fe;2153233828347;138604628852;-750
2025-12-19T12:45:00Z;Costo de Mercado Pago;2153233828349;138604628852;-929.47
2025-12-19T12:49:02Z;Cobro;2153238142323;137965560041;15000
2025-12-19T12:49:02Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153238142325;137965560041;-7.5
2025-12-19T12:49:02Z;Impuesto sobre los Créditos y Débitos en cobros;2153238142327;137965560041;-90
2025-12-19T12:49:02Z;Costo de Mercado Pago;2153238142329;137965560041;-145.5
2025-12-19T12:49:02Z;Retención Impuesto a los IIBB de Santa Fe;2153238142331;137965560041;-225
2025-12-19T12:52:05Z;Cobro;2153241202051;138605698358;45000
2025-12-19T12:52:05Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153241202053;138605698358;-22.5
2025-12-19T12:52:05Z;Impuesto sobre los Créditos y Débitos en cobros;2153241202055;138605698358;-270
2025-12-19T12:52:05Z;Costo de Mercado Pago;2153241202057;138605698358;-436.5
2025-12-19T12:52:05Z;Retención Impuesto a los IIBB de Santa Fe;2153241202059;138605698358;-675
2025-12-19T12:53:22Z;Cobro;2153400942306;137966386219;2607
2025-12-19T12:53:22Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153400942308;137966386219;-1.3
2025-12-19T12:53:22Z;Impuesto sobre los Créditos y Débitos en cobros;2153400942310;137966386219;-15.64
2025-12-19T12:53:22Z;Costo de Mercado Pago;2153400942312;137966386219;-25.29
2025-12-19T12:53:22Z;Retención Impuesto a los IIBB de Santa Fe;2153400942314;137966386219;-39.11
2025-12-19T12:59:16Z;Cobro;2153406780548;137967021743;116916
2025-12-19T12:59:16Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153406780550;137967021743;-58.46
2025-12-19T12:59:16Z;Impuesto sobre los Créditos y Débitos en cobros;2153406780552;137967021743;-701.5
2025-12-19T12:59:16Z;Retención Impuesto a los IIBB de Santa Fe;2153406780554;137967021743;-1753.74
2025-12-19T12:59:16Z;Costo de Mercado Pago;2153406780556;137967021743;-2173.41
2025-12-19T13:04:00Z;Cobro;2153411596222;138607884772;94542
2025-12-19T13:04:00Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153411596224;138607884772;-47.27
2025-12-19T13:04:00Z;Impuesto sobre los Créditos y Débitos en cobros;2153411596226;138607884772;-567.25
2025-12-19T13:04:00Z;Costo de Mercado Pago;2153411596228;138607884772;-917.06
2025-12-19T13:04:00Z;Retención Impuesto a los IIBB de Santa Fe;2153411596230;138607884772;-1418.13
2025-12-19T13:06:45Z;Cobro;2153414595208;137968456533;29999
2025-12-19T13:06:45Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153414595210;137968456533;-15
2025-12-19T13:06:45Z;Impuesto sobre los Créditos y Débitos en cobros;2153414595212;137968456533;-179.99
2025-12-19T13:06:45Z;Costo de Mercado Pago;2153414595214;137968456533;-290.99
2025-12-19T13:06:45Z;Retención Impuesto a los IIBB de Santa Fe;2153414595216;137968456533;-449.99
2025-12-19T13:09:34Z;Cobro;2153417153506;138608462086;30000
2025-12-19T13:09:34Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153417153508;138608462086;-15
2025-12-19T13:09:34Z;Impuesto sobre los Créditos y Débitos en cobros;2153417153510;138608462086;-180
2025-12-19T13:09:34Z;Costo de Mercado Pago;2153417153512;138608462086;-291
2025-12-19T13:09:34Z;Retención Impuesto a los IIBB de Santa Fe;2153417153514;138608462086;-450
2025-12-19T13:10:05Z;Cobro;2153417704052;137969080719;1900
2025-12-19T13:10:05Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153417704054;137969080719;-0.95
2025-12-19T13:10:05Z;Impuesto sobre los Créditos y Débitos en cobros;2153417704056;137969080719;-11.4
2025-12-19T13:10:05Z;Costo de Mercado Pago;2153417704058;137969080719;-18.43
2025-12-19T13:10:05Z;Retención Impuesto a los IIBB de Santa Fe;2153417704060;137969080719;-28.5
2025-12-19T13:11:07Z;Cobro;2153260439033;137969199419;7000
2025-12-19T13:11:07Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153260439035;137969199419;-3.5
2025-12-19T13:11:07Z;Impuesto sobre los Créditos y Débitos en cobros;2153260439037;137969199419;-42
2025-12-19T13:11:07Z;Costo de Mercado Pago;2153260439039;137969199419;-67.9
2025-12-19T13:11:07Z;Retención Impuesto a los IIBB de Santa Fe;2153260439041;137969199419;-105
2025-12-19T13:11:57Z;Cobro;2153419468872;137969299881;5015
2025-12-19T13:11:57Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153419468874;137969299881;-2.51
2025-12-19T13:11:57Z;Impuesto sobre los Créditos y Débitos en cobros;2153419468876;137969299881;-30.09
2025-12-19T13:11:57Z;Costo de Mercado Pago;2153419468878;137969299881;-48.65
2025-12-19T13:11:57Z;Retención Impuesto a los IIBB de Santa Fe;2153419468880;137969299881;-75.23
2025-12-19T13:14:20Z;Cobro;2153422086498;138609272494;40000
2025-12-19T13:14:20Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153422086500;138609272494;-20
2025-12-19T13:14:20Z;Impuesto sobre los Créditos y Débitos en cobros;2153422086502;138609272494;-240
2025-12-19T13:14:20Z;Retención Impuesto a los IIBB de Santa Fe;2153422086504;138609272494;-600
2025-12-19T13:14:20Z;Costo de Mercado Pago;2153422086506;138609272494;-616.93
2025-12-19T13:16:29Z;Cobro;2153265852233;138609586970;50000
2025-12-19T13:16:29Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153265852235;138609586970;-25
2025-12-19T13:16:29Z;Impuesto sobre los Créditos y Débitos en cobros;2153265852237;138609586970;-300
2025-12-19T13:16:29Z;Costo de Mercado Pago;2153265852239;138609586970;-485
2025-12-19T13:16:29Z;Retención Impuesto a los IIBB de Santa Fe;2153265852241;138609586970;-750
2025-12-19T13:17:02Z;Cobro;2153266256079;137970030001;15000
2025-12-19T13:17:02Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153266256081;137970030001;-7.5
2025-12-19T13:17:02Z;Impuesto sobre los Créditos y Débitos en cobros;2153266256083;137970030001;-90
2025-12-19T13:17:02Z;Costo de Mercado Pago;2153266256085;137970030001;-145.5
2025-12-19T13:17:02Z;Retención Impuesto a los IIBB de Santa Fe;2153266256087;137970030001;-225
2025-12-19T13:17:20Z;Cobro;2153266725311;137970096013;2000
2025-12-19T13:17:20Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153266725313;137970096013;-1
2025-12-19T13:17:20Z;Impuesto sobre los Créditos y Débitos en cobros;2153266725315;137970096013;-12
2025-12-19T13:17:20Z;Costo de Mercado Pago;2153266725317;137970096013;-19.4
2025-12-19T13:17:20Z;Retención Impuesto a los IIBB de Santa Fe;2153266725319;137970096013;-30
2025-12-19T13:18:02Z;Cobro;2153267365947;138609827360;22500
2025-12-19T13:18:02Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153267365949;138609827360;-11.25
2025-12-19T13:18:02Z;Impuesto sobre los Créditos y Débitos en cobros;2153267365951;138609827360;-135
2025-12-19T13:18:02Z;Costo de Mercado Pago;2153267365953;138609827360;-218.25
2025-12-19T13:18:02Z;Retención Impuesto a los IIBB de Santa Fe;2153267365955;138609827360;-337.5
2025-12-19T13:24:02Z;Cobro;2153431902592;138611041084;8000
2025-12-19T13:24:02Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153431902594;138611041084;-4
2025-12-19T13:24:02Z;Impuesto sobre los Créditos y Débitos en cobros;2153431902596;138611041084;-48
2025-12-19T13:24:02Z;Costo de Mercado Pago;2153431902598;138611041084;-77.6
2025-12-19T13:24:02Z;Retención Impuesto a los IIBB de Santa Fe;2153431902600;138611041084;-120
2025-12-19T13:24:45Z;Cobro;2153432461286;138611180908;5053
2025-12-19T13:24:45Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153432461288;138611180908;-2.53
2025-12-19T13:24:45Z;Impuesto sobre los Créditos y Débitos en cobros;2153432461290;138611180908;-30.32
2025-12-19T13:24:45Z;Costo de Mercado Pago;2153432461292;138611180908;-49.01
2025-12-19T13:24:45Z;Retención Impuesto a los IIBB de Santa Fe;2153432461294;138611180908;-75.8
2025-12-19T13:29:16Z;Cobro;2153436705286;137971797287;4700
2025-12-19T13:29:16Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153436705288;137971797287;-2.35
2025-12-19T13:29:16Z;Impuesto sobre los Créditos y Débitos en cobros;2153436705290;137971797287;-28.2
2025-12-19T13:29:16Z;Costo de Mercado Pago;2153436705292;137971797287;-45.59
2025-12-19T13:29:16Z;Retención Impuesto a los IIBB de Santa Fe;2153436705294;137971797287;-70.5
2025-12-19T13:30:50Z;Cobro;2153438355404;137972131149;3100
2025-12-19T13:30:50Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153438355406;137972131149;-1.55
2025-12-19T13:30:50Z;Impuesto sobre los Créditos y Débitos en cobros;2153438355408;137972131149;-18.6
2025-12-19T13:30:50Z;Costo de Mercado Pago;2153438355410;137972131149;-30.07
2025-12-19T13:30:50Z;Retención Impuesto a los IIBB de Santa Fe;2153438355412;137972131149;-46.5
2025-12-19T13:40:53Z;Cobro;2153289187645;138613257570;155027
2025-12-19T13:40:53Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153289187647;138613257570;-77.51
2025-12-19T13:40:53Z;Impuesto sobre los Créditos y Débitos en cobros;2153289187649;138613257570;-930.16
2025-12-19T13:40:53Z;Costo de Mercado Pago;2153289187651;138613257570;-1503.76
2025-12-19T13:40:53Z;Retención Impuesto a los IIBB de Santa Fe;2153289187653;138613257570;-2325.41
2025-12-19T14:02:54Z;Cobro;2153309197507;137977040263;5000
2025-12-19T14:02:54Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153309197509;137977040263;-2.5
2025-12-19T14:02:54Z;Impuesto sobre los Créditos y Débitos en cobros;2153309197511;137977040263;-30
2025-12-19T14:02:54Z;Costo de Mercado Pago;2153309197513;137977040263;-48.5
2025-12-19T14:02:54Z;Retención Impuesto a los IIBB de Santa Fe;2153309197515;137977040263;-75
2025-12-19T14:03:20Z;Cobro;2153468058184;138616624358;20000
2025-12-19T14:03:20Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153468058186;138616624358;-10
2025-12-19T14:03:20Z;Impuesto sobre los Créditos y Débitos en cobros;2153468058188;138616624358;-120
2025-12-19T14:03:20Z;Costo de Mercado Pago;2153468058190;138616624358;-194
2025-12-19T14:03:20Z;Retención Impuesto a los IIBB de Santa Fe;2153468058192;138616624358;-300
2025-12-19T14:08:59Z;Cobro;2153314363201;137977703633;38500
2025-12-19T14:08:59Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153314363203;137977703633;-19.25
2025-12-19T14:08:59Z;Impuesto sobre los Créditos y Débitos en cobros;2153314363205;137977703633;-231
2025-12-19T14:08:59Z;Costo de Mercado Pago;2153314363207;137977703633;-373.45
2025-12-19T14:08:59Z;Retención Impuesto a los IIBB de Santa Fe;2153314363209;137977703633;-577.5
2025-12-19T14:11:10Z;Cobro;2153316243405;137978020813;40000
2025-12-19T14:11:10Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153316243407;137978020813;-20
2025-12-19T14:11:10Z;Impuesto sobre los Créditos y Débitos en cobros;2153316243409;137978020813;-240
2025-12-19T14:11:10Z;Costo de Mercado Pago;2153316243411;137978020813;-388
2025-12-19T14:11:10Z;Retención Impuesto a los IIBB de Santa Fe;2153316243413;137978020813;-600
2025-12-19T14:14:42Z;Cobro;2153478007308;138618454354;25020
2025-12-19T14:14:42Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153478007310;138618454354;-12.51
2025-12-19T14:14:42Z;Impuesto sobre los Créditos y Débitos en cobros;2153478007312;138618454354;-150.12
2025-12-19T14:14:42Z;Costo de Mercado Pago;2153478007314;138618454354;-242.69
2025-12-19T14:14:42Z;Retención Impuesto a los IIBB de Santa Fe;2153478007316;138618454354;-375.3
2025-12-19T14:20:02Z;Cobro;2153482588936;137979140557;25000
2025-12-19T14:20:02Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153482588938;137979140557;-12.5
2025-12-19T14:20:02Z;Impuesto sobre los Créditos y Débitos en cobros;2153482588940;137979140557;-150
2025-12-19T14:20:02Z;Costo de Mercado Pago;2153482588942;137979140557;-242.5
2025-12-19T14:20:02Z;Retención Impuesto a los IIBB de Santa Fe;2153482588944;137979140557;-375
2025-12-19T14:22:38Z;Cobro;2153484593578;138619427156;46666
2025-12-19T14:22:38Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153484593580;138619427156;-23.33
2025-12-19T14:22:38Z;Impuesto sobre los Créditos y Débitos en cobros;2153484593582;138619427156;-280
2025-12-19T14:22:38Z;Costo de Mercado Pago;2153484593584;138619427156;-452.66
2025-12-19T14:22:38Z;Retención Impuesto a los IIBB de Santa Fe;2153484593586;138619427156;-699.99
2025-12-19T14:27:32Z;Cobro;2153330406749;137980319207;3996
2025-12-19T14:27:32Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153330406751;137980319207;-2
2025-12-19T14:27:32Z;Impuesto sobre los Créditos y Débitos en cobros;2153330406753;137980319207;-23.98
2025-12-19T14:27:32Z;Costo de Mercado Pago;2153330406755;137980319207;-38.76
2025-12-19T14:27:32Z;Retención Impuesto a los IIBB de Santa Fe;2153330406757;137980319207;-59.94
2025-12-19T14:28:08Z;Cobro;2153331084597;137980357683;2000
2025-12-19T14:28:08Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153331084599;137980357683;-1
2025-12-19T14:28:08Z;Impuesto sobre los Créditos y Débitos en cobros;2153331084601;137980357683;-12
2025-12-19T14:28:08Z;Costo de Mercado Pago;2153331084603;137980357683;-19.4
2025-12-19T14:28:08Z;Retención Impuesto a los IIBB de Santa Fe;2153331084605;137980357683;-30
2025-12-19T14:31:35Z;Cobro;2153333830293;137980990449;40000
2025-12-19T14:31:35Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153333830295;137980990449;-20
2025-12-19T14:31:35Z;Impuesto sobre los Créditos y Débitos en cobros;2153333830297;137980990449;-240
2025-12-19T14:31:35Z;Retención Impuesto a los IIBB de Santa Fe;2153333830299;137980990449;-600
2025-12-19T14:31:35Z;Costo de Mercado Pago;2153333830301;137980990449;-616.93
2025-12-19T14:35:33Z;Cobro;2153337254113;137981355895;30000
2025-12-19T14:35:33Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153337254115;137981355895;-15
2025-12-19T14:35:33Z;Impuesto sobre los Créditos y Débitos en cobros;2153337254117;137981355895;-180
2025-12-19T14:35:33Z;Costo de Mercado Pago;2153337254119;137981355895;-291
2025-12-19T14:35:33Z;Retención Impuesto a los IIBB de Santa Fe;2153337254121;137981355895;-450
2025-12-19T14:36:32Z;Cobro;2153338033721;137981515155;3000
2025-12-19T14:36:32Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153338033723;137981515155;-1.5
2025-12-19T14:36:32Z;Impuesto sobre los Créditos y Débitos en cobros;2153338033725;137981515155;-18
2025-12-19T14:36:32Z;Costo de Mercado Pago;2153338033727;137981515155;-29.1
2025-12-19T14:36:32Z;Retención Impuesto a los IIBB de Santa Fe;2153338033729;137981515155;-45
2025-12-19T14:41:16Z;Cobro;2153342365767;138622014956;13200
2025-12-19T14:41:16Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153342365769;138622014956;-6.6
2025-12-19T14:41:16Z;Impuesto sobre los Créditos y Débitos en cobros;2153342365771;138622014956;-79.2
2025-12-19T14:41:16Z;Costo de Mercado Pago;2153342365773;138622014956;-128.04
2025-12-19T14:41:16Z;Retención Impuesto a los IIBB de Santa Fe;2153342365775;138622014956;-198
2025-12-19T14:41:26Z;Cobro;2153500804038;138622056762;45000
2025-12-19T14:41:26Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153500804040;138622056762;-22.5
2025-12-19T14:41:26Z;Impuesto sobre los Créditos y Débitos en cobros;2153500804042;138622056762;-270
2025-12-19T14:41:26Z;Costo de Mercado Pago;2153500804044;138622056762;-436.5
2025-12-19T14:41:26Z;Retención Impuesto a los IIBB de Santa Fe;2153500804046;138622056762;-675
2025-12-19T14:44:29Z;Cobro;2153503347196;137982538143;45000
2025-12-19T14:44:29Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153503347198;137982538143;-22.5
2025-12-19T14:44:29Z;Impuesto sobre los Créditos y Débitos en cobros;2153503347200;137982538143;-270
2025-12-19T14:44:29Z;Costo de Mercado Pago;2153503347202;137982538143;-436.5
2025-12-19T14:44:29Z;Retención Impuesto a los IIBB de Santa Fe;2153503347204;137982538143;-675
2025-12-19T14:51:53Z;Cobro;2153509898610;137983416079;10000
2025-12-19T14:51:53Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153509898612;137983416079;-5
2025-12-19T14:51:53Z;Impuesto sobre los Créditos y Débitos en cobros;2153509898614;137983416079;-60
2025-12-19T14:51:53Z;Costo de Mercado Pago;2153509898616;137983416079;-97
2025-12-19T14:51:53Z;Retención Impuesto a los IIBB de Santa Fe;2153509898618;137983416079;-150
2025-12-19T15:00:54Z;Cobro;2153358696657;138624514186;5000
2025-12-19T15:00:54Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153358696659;138624514186;-2.5
2025-12-19T15:00:54Z;Impuesto sobre los Créditos y Débitos en cobros;2153358696661;138624514186;-30
2025-12-19T15:00:54Z;Costo de Mercado Pago;2153358696663;138624514186;-48.5
2025-12-19T15:00:54Z;Retención Impuesto a los IIBB de Santa Fe;2153358696665;138624514186;-75
2025-12-19T15:01:08Z;Cobro;2153517401940;138624437364;20000
2025-12-19T15:01:08Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153517401942;138624437364;-10
2025-12-19T15:01:08Z;Impuesto sobre los Créditos y Débitos en cobros;2153517401944;138624437364;-120
2025-12-19T15:01:08Z;Costo de Mercado Pago;2153517401946;138624437364;-194
2025-12-19T15:01:08Z;Retención Impuesto a los IIBB de Santa Fe;2153517401948;138624437364;-300
2025-12-19T15:03:13Z;Cobro;2153360835875;138624648050;27000
2025-12-19T15:03:13Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153360835877;138624648050;-13.5
2025-12-19T15:03:13Z;Impuesto sobre los Créditos y Débitos en cobros;2153360835879;138624648050;-162
2025-12-19T15:03:13Z;Costo de Mercado Pago;2153360835881;138624648050;-261.9
2025-12-19T15:03:13Z;Retención Impuesto a los IIBB de Santa Fe;2153360835883;138624648050;-405
2025-12-19T15:08:39Z;Cobro;2153523866384;138625711282;2850
2025-12-19T15:08:39Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153523866386;138625711282;-1.43
2025-12-19T15:08:39Z;Impuesto sobre los Créditos y Débitos en cobros;2153523866388;138625711282;-17.1
2025-12-19T15:08:39Z;Costo de Mercado Pago;2153523866390;138625711282;-27.65
2025-12-19T15:08:39Z;Retención Impuesto a los IIBB de Santa Fe;2153523866392;138625711282;-42.75
2025-12-19T15:10:41Z;Cobro;2153367346427;138625939820;95000
2025-12-19T15:10:41Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153367346429;138625939820;-47.5
2025-12-19T15:10:41Z;Impuesto sobre los Créditos y Débitos en cobros;2153367346431;138625939820;-570
2025-12-19T15:10:41Z;Costo de Mercado Pago;2153367346433;138625939820;-921.5
2025-12-19T15:10:41Z;Retención Impuesto a los IIBB de Santa Fe;2153367346435;138625939820;-1425
2025-12-19T15:11:22Z;Cobro;2153367859455;137986104465;27000.9
2025-12-19T15:11:22Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153367859457;137986104465;-13.5
2025-12-19T15:11:22Z;Impuesto sobre los Créditos y Débitos en cobros;2153367859459;137986104465;-162.01
2025-12-19T15:11:22Z;Costo de Mercado Pago;2153367859461;137986104465;-261.91
2025-12-19T15:11:22Z;Retención Impuesto a los IIBB de Santa Fe;2153367859463;137986104465;-405.01
2025-12-19T15:13:21Z;Cobro;2153369351369;137986307257;24000
2025-12-19T15:13:21Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2153369351371;137986307257;-12
