Fecha de Pago;Tipo de Operación;Número de Movimiento;Operación Relacionada;Importe
2025-12-01T00:10:26Z;Cobro;2135453025080;135329502735;15000
2025-12-01T00:10:26Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135453025082;135329502735;-7.5
2025-12-01T00:10:26Z;Impuesto sobre los Créditos y Débitos en cobros;2135453025084;135329502735;-90
2025-12-01T00:10:26Z;Costo de Mercado Pago;2135453025086;135329502735;-145.5
2025-12-01T00:10:26Z;Retención Impuesto a los IIBB de Santa Fe;2135453025088;135329502735;-225
2025-12-01T00:15:12Z;Cobro;2135454735598;135946010652;5000
2025-12-01T00:15:12Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135454735600;135946010652;-2.5
2025-12-01T00:15:12Z;Impuesto sobre los Créditos y Débitos en cobros;2135454735602;135946010652;-30
2025-12-01T00:15:12Z;Costo de Mercado Pago;2135454735604;135946010652;-48.5
2025-12-01T00:15:12Z;Retención Impuesto a los IIBB de Santa Fe;2135454735606;135946010652;-75
2025-12-01T00:17:54Z;Cobro;2135336064607;135946095072;20000
2025-12-01T00:17:54Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135336064609;135946095072;-10
2025-12-01T00:17:54Z;Impuesto sobre los Créditos y Débitos en cobros;2135336064611;135946095072;-120
2025-12-01T00:17:54Z;Costo de Mercado Pago;2135336064613;135946095072;-194
2025-12-01T00:17:54Z;Retención Impuesto a los IIBB de Santa Fe;2135336064615;135946095072;-300
2025-12-01T00:29:24Z;Cobro;2135460467664;135946832492;10000
2025-12-01T00:29:24Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135460467666;135946832492;-5
2025-12-01T00:29:24Z;Impuesto sobre los Créditos y Débitos en cobros;2135460467668;135946832492;-60
2025-12-01T00:29:24Z;Costo de Mercado Pago;2135460467670;135946832492;-97
2025-12-01T00:29:24Z;Retención Impuesto a los IIBB de Santa Fe;2135460467672;135946832492;-150
2025-12-01T01:00:04Z;Cobro;2135354270157;135332099699;10000
2025-12-01T01:00:04Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135354270159;135332099699;-5
2025-12-01T01:00:04Z;Impuesto sobre los Créditos y Débitos en cobros;2135354270161;135332099699;-60
2025-12-01T01:00:04Z;Costo de Mercado Pago;2135354270163;135332099699;-97
2025-12-01T01:00:04Z;Retención Impuesto a los IIBB de Santa Fe;2135354270165;135332099699;-150
2025-12-01T01:42:09Z;Cobro;2135375145765;135950784914;10000
2025-12-01T01:42:09Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135375145767;135950784914;-5
2025-12-01T01:42:09Z;Impuesto sobre los Créditos y Débitos en cobros;2135375145769;135950784914;-60
2025-12-01T01:42:09Z;Costo de Mercado Pago;2135375145771;135950784914;-97
2025-12-01T01:42:09Z;Retención Impuesto a los IIBB de Santa Fe;2135375145773;135950784914;-150
2025-12-01T01:45:55Z;Cobro;2135377242895;135951070648;22000
2025-12-01T01:45:55Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135377242897;135951070648;-11
2025-12-01T01:45:55Z;Impuesto sobre los Créditos y Débitos en cobros;2135377242899;135951070648;-132
2025-12-01T01:45:55Z;Costo de Mercado Pago;2135377242901;135951070648;-213.4
2025-12-01T01:45:55Z;Retención Impuesto a los IIBB de Santa Fe;2135377242903;135951070648;-330
2025-12-01T01:54:56Z;Cobro;2135501877214;135335248905;10000
2025-12-01T01:54:56Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135501877216;135335248905;-5
2025-12-01T01:54:56Z;Impuesto sobre los Créditos y Débitos en cobros;2135501877218;135335248905;-60
2025-12-01T01:54:56Z;Costo de Mercado Pago;2135501877220;135335248905;-97
2025-12-01T01:54:56Z;Retención Impuesto a los IIBB de Santa Fe;2135501877222;135335248905;-150
2025-12-01T02:03:03Z;Cobro;2135506247728;135335802171;10000
2025-12-01T02:03:03Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135506247730;135335802171;-5
2025-12-01T02:03:03Z;Impuesto sobre los Créditos y Débitos en cobros;2135506247732;135335802171;-60
2025-12-01T02:03:03Z;Costo de Mercado Pago;2135506247734;135335802171;-97
2025-12-01T02:03:03Z;Retención Impuesto a los IIBB de Santa Fe;2135506247736;135335802171;-150
2025-12-01T04:45:31Z;Cobro;2135583271070;135342421027;45000
2025-12-01T04:45:31Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135583271072;135342421027;-22.5
2025-12-01T04:45:31Z;Impuesto sobre los Créditos y Débitos en cobros;2135583271074;135342421027;-270
2025-12-01T04:45:31Z;Costo de Mercado Pago;2135583271076;135342421027;-436.5
2025-12-01T04:45:31Z;Retención Impuesto a los IIBB de Santa Fe;2135583271078;135342421027;-675
2025-12-01T05:47:55Z;Cobro;2135613612930;135345096069;6500
2025-12-01T05:47:55Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135613612932;135345096069;-3.25
2025-12-01T05:47:55Z;Impuesto sobre los Créditos y Débitos en cobros;2135613612934;135345096069;-39
2025-12-01T05:47:55Z;Costo de Mercado Pago;2135613612936;135345096069;-63.05
2025-12-01T05:47:55Z;Retención Impuesto a los IIBB de Santa Fe;2135613612938;135345096069;-97.5
2025-12-01T06:05:43Z;Cobro;2135623393382;135962828576;4700
2025-12-01T06:05:43Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135623393384;135962828576;-2.35
2025-12-01T06:05:43Z;Impuesto sobre los Créditos y Débitos en cobros;2135623393386;135962828576;-28.2
2025-12-01T06:05:43Z;Costo de Mercado Pago;2135623393388;135962828576;-45.59
2025-12-01T06:05:43Z;Retención Impuesto a los IIBB de Santa Fe;2135623393390;135962828576;-70.5
2025-12-01T06:28:10Z;Cobro;2135636134980;135347655781;37800
2025-12-01T06:28:10Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135636134982;135347655781;-18.9
2025-12-01T06:28:10Z;Impuesto sobre los Créditos y Débitos en cobros;2135636134984;135347655781;-226.8
2025-12-01T06:28:10Z;Costo de Mercado Pago;2135636134986;135347655781;-366.66
2025-12-01T06:28:10Z;Retención Impuesto a los IIBB de Santa Fe;2135636134988;135347655781;-567
2025-12-01T06:39:42Z;Cobro;2135641971700;135964588094;4024
2025-12-01T06:39:42Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135641971702;135964588094;-2.01
2025-12-01T06:39:42Z;Impuesto sobre los Créditos y Débitos en cobros;2135641971704;135964588094;-24.14
2025-12-01T06:39:42Z;Costo de Mercado Pago;2135641971706;135964588094;-39.03
2025-12-01T06:39:42Z;Retención Impuesto a los IIBB de Santa Fe;2135641971708;135964588094;-60.36
2025-12-01T06:42:13Z;Cobro;2135643020582;135964968998;3211
2025-12-01T06:42:13Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135643020584;135964968998;-1.61
2025-12-01T06:42:13Z;Impuesto sobre los Créditos y Débitos en cobros;2135643020586;135964968998;-19.27
2025-12-01T06:42:13Z;Costo de Mercado Pago;2135643020588;135964968998;-31.15
2025-12-01T06:42:13Z;Retención Impuesto a los IIBB de Santa Fe;2135643020590;135964968998;-48.17
2025-12-01T06:51:35Z;Cobro;2135648043762;135965694422;4000
2025-12-01T06:51:35Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135648043764;135965694422;-2
2025-12-01T06:51:35Z;Impuesto sobre los Créditos y Débitos en cobros;2135648043766;135965694422;-24
2025-12-01T06:51:35Z;Costo de Mercado Pago;2135648043768;135965694422;-38.8
2025-12-01T06:51:35Z;Retención Impuesto a los IIBB de Santa Fe;2135648043770;135965694422;-60
2025-12-01T06:56:06Z;Cobro;2135529723083;135349589361;36000
2025-12-01T06:56:06Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135529723085;135349589361;-18
2025-12-01T06:56:06Z;Impuesto sobre los Créditos y Débitos en cobros;2135529723087;135349589361;-216
2025-12-01T06:56:06Z;Costo de Mercado Pago;2135529723089;135349589361;-349.2
2025-12-01T06:56:06Z;Retención Impuesto a los IIBB de Santa Fe;2135529723091;135349589361;-540
2025-12-01T06:57:09Z;Cobro;2135650710158;135965724004;45000
2025-12-01T06:57:09Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135650710160;135965724004;-22.5
2025-12-01T06:57:09Z;Impuesto sobre los Créditos y Débitos en cobros;2135650710162;135965724004;-270
2025-12-01T06:57:09Z;Costo de Mercado Pago;2135650710164;135965724004;-436.5
2025-12-01T06:57:09Z;Retención Impuesto a los IIBB de Santa Fe;2135650710166;135965724004;-675
2025-12-01T07:02:06Z;Cobro;2135532780355;135966263174;56085
2025-12-01T07:02:06Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135532780357;135966263174;-28.04
2025-12-01T07:02:06Z;Impuesto sobre los Créditos y Débitos en cobros;2135532780359;135966263174;-336.51
2025-12-01T07:02:06Z;Costo de Mercado Pago;2135532780361;135966263174;-544.02
2025-12-01T07:02:06Z;Retención Impuesto a los IIBB de Santa Fe;2135532780363;135966263174;-841.28
2025-12-01T07:04:14Z;Cobro;2135654342764;135350230909;2400
2025-12-01T07:04:14Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135654342766;135350230909;-1.2
2025-12-01T07:04:14Z;Impuesto sobre los Créditos y Débitos en cobros;2135654342768;135350230909;-14.4
2025-12-01T07:04:14Z;Costo de Mercado Pago;2135654342770;135350230909;-23.28
2025-12-01T07:04:14Z;Retención Impuesto a los IIBB de Santa Fe;2135654342772;135350230909;-36
2025-12-01T07:06:06Z;Cobro;2135534588449;135966421986;48615.3
2025-12-01T07:06:06Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135534588451;135966421986;-24.31
2025-12-01T07:06:06Z;Impuesto sobre los Créditos y Débitos en cobros;2135534588453;135966421986;-291.69
2025-12-01T07:06:06Z;Costo de Mercado Pago;2135534588455;135966421986;-471.57
2025-12-01T07:06:06Z;Retención Impuesto a los IIBB de Santa Fe;2135534588457;135966421986;-729.23
2025-12-01T07:14:09Z;Cobro;2135539142643;135967249116;16020
2025-12-01T07:14:09Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135539142645;135967249116;-8.01
2025-12-01T07:14:09Z;Impuesto sobre los Créditos y Débitos en cobros;2135539142647;135967249116;-96.12
2025-12-01T07:14:09Z;Costo de Mercado Pago;2135539142649;135967249116;-155.39
2025-12-01T07:14:09Z;Retención Impuesto a los IIBB de Santa Fe;2135539142651;135967249116;-240.3
2025-12-01T07:23:18Z;Cobro;2135664374706;135351533967;97012
2025-12-01T07:23:18Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135664374708;135351533967;-48.51
2025-12-01T07:23:18Z;Impuesto sobre los Créditos y Débitos en cobros;2135664374710;135351533967;-582.07
2025-12-01T07:23:18Z;Costo de Mercado Pago;2135664374712;135351533967;-941.02
2025-12-01T07:23:18Z;Retención Impuesto a los IIBB de Santa Fe;2135664374714;135351533967;-1455.18
2025-12-01T07:28:15Z;Cobro;2135545785913;135968386630;4400
2025-12-01T07:28:15Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135545785915;135968386630;-2.2
2025-12-01T07:28:15Z;Impuesto sobre los Créditos y Débitos en cobros;2135545785917;135968386630;-26.4
2025-12-01T07:28:15Z;Costo de Mercado Pago;2135545785919;135968386630;-42.68
2025-12-01T07:28:15Z;Retención Impuesto a los IIBB de Santa Fe;2135545785921;135968386630;-66
2025-12-01T07:30:10Z;Cobro;2135546175947;135352258807;21076
2025-12-01T07:30:10Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135546175949;135352258807;-10.54
2025-12-01T07:30:10Z;Impuesto sobre los Créditos y Débitos en cobros;2135546175951;135352258807;-126.46
2025-12-01T07:30:10Z;Retención Impuesto a los IIBB de Santa Fe;2135546175953;135352258807;-316.14
2025-12-01T07:30:10Z;Costo de Mercado Pago;2135546175955;135352258807;-325.06
2025-12-01T07:31:17Z;Cobro;2135667249034;135968670234;3300
2025-12-01T07:31:17Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135667249036;135968670234;-1.65
2025-12-01T07:31:17Z;Impuesto sobre los Créditos y Débitos en cobros;2135667249038;135968670234;-19.8
2025-12-01T07:31:17Z;Costo de Mercado Pago;2135667249040;135968670234;-32.01
2025-12-01T07:31:17Z;Retención Impuesto a los IIBB de Santa Fe;2135667249042;135968670234;-49.5
2025-12-01T07:33:47Z;Cobro;2135547652413;135352381455;3500
2025-12-01T07:33:47Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135547652415;135352381455;-1.75
2025-12-01T07:33:47Z;Impuesto sobre los Créditos y Débitos en cobros;2135547652417;135352381455;-21
2025-12-01T07:33:47Z;Costo de Mercado Pago;2135547652419;135352381455;-33.95
2025-12-01T07:33:47Z;Retención Impuesto a los IIBB de Santa Fe;2135547652421;135352381455;-52.5
2025-12-01T07:34:30Z;Cobro;2135547972727;135968697388;5200
2025-12-01T07:34:30Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135547972729;135968697388;-2.6
2025-12-01T07:34:30Z;Impuesto sobre los Créditos y Débitos en cobros;2135547972731;135968697388;-31.2
2025-12-01T07:34:30Z;Costo de Mercado Pago;2135547972733;135968697388;-51.52
2025-12-01T07:34:30Z;Retención Impuesto a los IIBB de Santa Fe;2135547972735;135968697388;-78
2025-12-01T07:35:39Z;Cobro;2135548418179;135352662525;20000
2025-12-01T07:35:39Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135548418181;135352662525;-10
2025-12-01T07:35:39Z;Impuesto sobre los Créditos y Débitos en cobros;2135548418183;135352662525;-120
2025-12-01T07:35:39Z;Costo de Mercado Pago;2135548418185;135352662525;-194
2025-12-01T07:35:39Z;Retención Impuesto a los IIBB de Santa Fe;2135548418187;135352662525;-300
2025-12-01T07:38:20Z;Cobro;2135549278735;135968977300;30000
2025-12-01T07:38:20Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135549278737;135968977300;-15
2025-12-01T07:38:20Z;Impuesto sobre los Créditos y Débitos en cobros;2135549278739;135968977300;-180
2025-12-01T07:38:20Z;Costo de Mercado Pago;2135549278741;135968977300;-291
2025-12-01T07:38:20Z;Retención Impuesto a los IIBB de Santa Fe;2135549278743;135968977300;-450
2025-12-01T07:38:51Z;Cobro;2135670164056;135352825091;3505
2025-12-01T07:38:51Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135670164058;135352825091;-1.75
2025-12-01T07:38:51Z;Impuesto sobre los Créditos y Débitos en cobros;2135670164060;135352825091;-21.03
2025-12-01T07:38:51Z;Costo de Mercado Pago;2135670164062;135352825091;-34
2025-12-01T07:38:51Z;Retención Impuesto a los IIBB de Santa Fe;2135670164064;135352825091;-52.58
2025-12-01T07:38:53Z;Cobro;2135549878977;135969059028;6300
2025-12-01T07:38:53Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135549878979;135969059028;-3.15
2025-12-01T07:38:53Z;Impuesto sobre los Créditos y Débitos en cobros;2135549878981;135969059028;-37.8
2025-12-01T07:38:53Z;Costo de Mercado Pago;2135549878983;135969059028;-61.11
2025-12-01T07:38:53Z;Retención Impuesto a los IIBB de Santa Fe;2135549878985;135969059028;-94.5
2025-12-01T07:40:53Z;Cobro;2135670928170;135969095670;6001
2025-12-01T07:40:53Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135670928172;135969095670;-3
2025-12-01T07:40:53Z;Impuesto sobre los Créditos y Débitos en cobros;2135670928174;135969095670;-36.01
2025-12-01T07:40:53Z;Costo de Mercado Pago;2135670928176;135969095670;-58.21
2025-12-01T07:40:53Z;Retención Impuesto a los IIBB de Santa Fe;2135670928178;135969095670;-90.02
2025-12-01T07:42:53Z;Cobro;2135551534745;135353107077;8000
2025-12-01T07:42:53Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135551534747;135353107077;-4
2025-12-01T07:42:53Z;Impuesto sobre los Créditos y Débitos en cobros;2135551534749;135353107077;-48
2025-12-01T07:42:53Z;Costo de Mercado Pago;2135551534751;135353107077;-77.6
2025-12-01T07:42:53Z;Retención Impuesto a los IIBB de Santa Fe;2135551534753;135353107077;-120
2025-12-01T07:44:25Z;Cobro;2135672560948;135353093799;5100
2025-12-01T07:44:25Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135672560950;135353093799;-2.55
2025-12-01T07:44:25Z;Impuesto sobre los Créditos y Débitos en cobros;2135672560952;135353093799;-30.6
2025-12-01T07:44:25Z;Costo de Mercado Pago;2135672560954;135353093799;-49.47
2025-12-01T07:44:25Z;Retención Impuesto a los IIBB de Santa Fe;2135672560956;135353093799;-76.5
2025-12-01T07:45:06Z;Cobro;2135672507192;135969636358;3811
2025-12-01T07:45:06Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135672507194;135969636358;-1.91
2025-12-01T07:45:06Z;Impuesto sobre los Créditos y Débitos en cobros;2135672507196;135969636358;-22.87
2025-12-01T07:45:06Z;Costo de Mercado Pago;2135672507198;135969636358;-36.97
2025-12-01T07:45:06Z;Retención Impuesto a los IIBB de Santa Fe;2135672507200;135969636358;-57.17
2025-12-01T07:45:48Z;Cobro;2135552482631;135353207529;20000
2025-12-01T07:45:48Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135552482633;135353207529;-10
2025-12-01T07:45:48Z;Impuesto sobre los Créditos y Débitos en cobros;2135552482635;135353207529;-120
2025-12-01T07:45:48Z;Costo de Mercado Pago;2135552482637;135353207529;-194
2025-12-01T07:45:48Z;Retención Impuesto a los IIBB de Santa Fe;2135552482639;135353207529;-300
2025-12-01T07:45:48Z;Cobro;2135552676631;135969638652;2862
2025-12-01T07:45:48Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135552676633;135969638652;-1.43
2025-12-01T07:45:48Z;Impuesto sobre los Créditos y Débitos en cobros;2135552676635;135969638652;-17.17
2025-12-01T07:45:48Z;Costo de Mercado Pago;2135552676637;135969638652;-27.76
2025-12-01T07:45:48Z;Retención Impuesto a los IIBB de Santa Fe;2135552676639;135969638652;-42.93
2025-12-01T07:50:46Z;Cobro;2135675102318;135353673231;1300
2025-12-01T07:50:46Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135675102320;135353673231;-0.65
2025-12-01T07:50:46Z;Impuesto sobre los Créditos y Débitos en cobros;2135675102322;135353673231;-7.8
2025-12-01T07:50:46Z;Costo de Mercado Pago;2135675102324;135353673231;-12.88
2025-12-01T07:50:46Z;Retención Impuesto a los IIBB de Santa Fe;2135675102326;135353673231;-19.5
2025-12-01T07:55:09Z;Cobro;2135556262947;135354028993;4500
2025-12-01T07:55:09Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135556262949;135354028993;-2.25
2025-12-01T07:55:09Z;Impuesto sobre los Créditos y Débitos en cobros;2135556262951;135354028993;-27
2025-12-01T07:55:09Z;Costo de Mercado Pago;2135556262953;135354028993;-43.65
2025-12-01T07:55:09Z;Retención Impuesto a los IIBB de Santa Fe;2135556262955;135354028993;-67.5
2025-12-01T07:56:15Z;Cobro;2135556714729;135354118955;40000
2025-12-01T07:56:15Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135556714731;135354118955;-20
2025-12-01T07:56:15Z;Impuesto sobre los Créditos y Débitos en cobros;2135556714733;135354118955;-240
2025-12-01T07:56:15Z;Costo de Mercado Pago;2135556714735;135354118955;-388
2025-12-01T07:56:15Z;Retención Impuesto a los IIBB de Santa Fe;2135556714737;135354118955;-600
2025-12-01T08:00:48Z;Cobro;2135679291380;135354449167;3994
2025-12-01T08:00:48Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135679291382;135354449167;-2
2025-12-01T08:00:48Z;Impuesto sobre los Créditos y Débitos en cobros;2135679291384;135354449167;-23.96
2025-12-01T08:00:48Z;Costo de Mercado Pago;2135679291386;135354449167;-38.74
2025-12-01T08:00:48Z;Retención Impuesto a los IIBB de Santa Fe;2135679291388;135354449167;-59.91
2025-12-01T08:03:46Z;Cobro;2135559818089;135354633349;44000
2025-12-01T08:03:46Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135559818091;135354633349;-22
2025-12-01T08:03:46Z;Impuesto sobre los Créditos y Débitos en cobros;2135559818093;135354633349;-264
2025-12-01T08:03:46Z;Costo de Mercado Pago;2135559818095;135354633349;-426.8
2025-12-01T08:03:46Z;Retención Impuesto a los IIBB de Santa Fe;2135559818097;135354633349;-660
2025-12-01T08:04:16Z;Cobro;2135559827377;135354748967;9600
2025-12-01T08:04:16Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135559827379;135354748967;-4.8
2025-12-01T08:04:16Z;Impuesto sobre los Créditos y Débitos en cobros;2135559827381;135354748967;-57.6
2025-12-01T08:04:16Z;Costo de Mercado Pago;2135559827383;135354748967;-93.12
2025-12-01T08:04:16Z;Retención Impuesto a los IIBB de Santa Fe;2135559827385;135354748967;-144
2025-12-01T08:05:25Z;Cobro;2135680919194;135971050896;4800
2025-12-01T08:05:25Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135680919196;135971050896;-2.4
2025-12-01T08:05:25Z;Impuesto sobre los Créditos y Débitos en cobros;2135680919198;135971050896;-28.8
2025-12-01T08:05:25Z;Costo de Mercado Pago;2135680919200;135971050896;-46.56
2025-12-01T08:05:25Z;Retención Impuesto a los IIBB de Santa Fe;2135680919202;135971050896;-72
2025-12-01T08:13:31Z;Cobro;2135684846576;135971623670;40001
2025-12-01T08:13:31Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135684846578;135971623670;-20
2025-12-01T08:13:31Z;Impuesto sobre los Créditos y Débitos en cobros;2135684846580;135971623670;-240.01
2025-12-01T08:13:31Z;Costo de Mercado Pago;2135684846582;135971623670;-388.01
2025-12-01T08:13:31Z;Retención Impuesto a los IIBB de Santa Fe;2135684846584;135971623670;-600.02
2025-12-01T08:27:13Z;Cobro;2135570861689;135972964802;10400
2025-12-01T08:27:13Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135570861691;135972964802;-5.2
2025-12-01T08:27:13Z;Impuesto sobre los Créditos y Débitos en cobros;2135570861693;135972964802;-62.4
2025-12-01T08:27:13Z;Costo de Mercado Pago;2135570861695;135972964802;-103.04
2025-12-01T08:27:13Z;Retención Impuesto a los IIBB de Santa Fe;2135570861697;135972964802;-156
2025-12-01T08:28:54Z;Cobro;2135571662293;135356683611;7800
2025-12-01T08:28:54Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135571662295;135356683611;-3.9
2025-12-01T08:28:54Z;Impuesto sobre los Créditos y Débitos en cobros;2135571662297;135356683611;-46.8
2025-12-01T08:28:54Z;Costo de Mercado Pago;2135571662299;135356683611;-75.66
2025-12-01T08:28:54Z;Retención Impuesto a los IIBB de Santa Fe;2135571662301;135356683611;-117
2025-12-01T08:32:16Z;Cobro;2135693946186;135973319410;3000
2025-12-01T08:32:16Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135693946188;135973319410;-1.5
2025-12-01T08:32:16Z;Impuesto sobre los Créditos y Débitos en cobros;2135693946190;135973319410;-18
2025-12-01T08:32:16Z;Costo de Mercado Pago;2135693946192;135973319410;-29.1
2025-12-01T08:32:16Z;Retención Impuesto a los IIBB de Santa Fe;2135693946194;135973319410;-45
2025-12-01T08:33:48Z;Cobro;2135694808778;135357181583;29999
2025-12-01T08:33:48Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135694808780;135357181583;-15
2025-12-01T08:33:48Z;Impuesto sobre los Créditos y Débitos en cobros;2135694808782;135357181583;-179.99
2025-12-01T08:33:48Z;Costo de Mercado Pago;2135694808784;135357181583;-290.99
2025-12-01T08:33:48Z;Retención Impuesto a los IIBB de Santa Fe;2135694808786;135357181583;-449.99
2025-12-01T08:36:47Z;Cobro;2135696272082;135973804780;126006
2025-12-01T08:36:47Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135696272084;135973804780;-63
2025-12-01T08:36:47Z;Impuesto sobre los Créditos y Débitos en cobros;2135696272086;135973804780;-756.04
2025-12-01T08:36:47Z;Costo de Mercado Pago;2135696272088;135973804780;-1222.26
2025-12-01T08:36:47Z;Retención Impuesto a los IIBB de Santa Fe;2135696272090;135973804780;-1890.09
2025-12-01T08:42:42Z;Cobro;2135578674239;135358112987;80000
2025-12-01T08:42:42Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135578674241;135358112987;-40
2025-12-01T08:42:42Z;Impuesto sobre los Créditos y Débitos en cobros;2135578674243;135358112987;-480
2025-12-01T08:42:42Z;Costo de Mercado Pago;2135578674245;135358112987;-776
2025-12-01T08:42:42Z;Retención Impuesto a los IIBB de Santa Fe;2135578674247;135358112987;-1200
2025-12-01T08:44:51Z;Cobro;2135700420586;135974632424;45000
2025-12-01T08:44:51Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135700420588;135974632424;-22.5
2025-12-01T08:44:51Z;Impuesto sobre los Créditos y Débitos en cobros;2135700420590;135974632424;-270
2025-12-01T08:44:51Z;Costo de Mercado Pago;2135700420592;135974632424;-436.5
2025-12-01T08:44:51Z;Retención Impuesto a los IIBB de Santa Fe;2135700420594;135974632424;-675
2025-12-01T08:51:00Z;Cobro;2135703699676;135358721923;3600
2025-12-01T08:51:00Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135703699678;135358721923;-1.8
2025-12-01T08:51:00Z;Impuesto sobre los Créditos y Débitos en cobros;2135703699680;135358721923;-21.6
2025-12-01T08:51:00Z;Costo de Mercado Pago;2135703699682;135358721923;-34.92
2025-12-01T08:51:00Z;Retención Impuesto a los IIBB de Santa Fe;2135703699684;135358721923;-54
2025-12-01T08:51:26Z;Cobro;2135583279715;135975017952;20000
2025-12-01T08:51:26Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135583279717;135975017952;-10
2025-12-01T08:51:26Z;Impuesto sobre los Créditos y Débitos en cobros;2135583279719;135975017952;-120
2025-12-01T08:51:26Z;Costo de Mercado Pago;2135583279721;135975017952;-194
2025-12-01T08:51:26Z;Retención Impuesto a los IIBB de Santa Fe;2135583279723;135975017952;-300
2025-12-01T08:53:25Z;Cobro;2135704963048;135975426668;3015
2025-12-01T08:53:25Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135704963050;135975426668;-1.51
2025-12-01T08:53:25Z;Impuesto sobre los Créditos y Débitos en cobros;2135704963052;135975426668;-18.09
2025-12-01T08:53:25Z;Costo de Mercado Pago;2135704963054;135975426668;-29.25
2025-12-01T08:53:25Z;Retención Impuesto a los IIBB de Santa Fe;2135704963056;135975426668;-45.23
2025-12-01T08:53:29Z;Cobro;2135584452657;135975339114;4200
2025-12-01T08:53:29Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135584452659;135975339114;-2.1
2025-12-01T08:53:29Z;Impuesto sobre los Créditos y Débitos en cobros;2135584452661;135975339114;-25.2
2025-12-01T08:53:29Z;Costo de Mercado Pago;2135584452663;135975339114;-40.74
2025-12-01T08:53:29Z;Retención Impuesto a los IIBB de Santa Fe;2135584452665;135975339114;-63
2025-12-01T09:06:02Z;Cobro;2135712207240;135976774114;11600
2025-12-01T09:06:02Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135712207242;135976774114;-5.8
2025-12-01T09:06:02Z;Impuesto sobre los Créditos y Débitos en cobros;2135712207244;135976774114;-69.6
2025-12-01T09:06:02Z;Costo de Mercado Pago;2135712207246;135976774114;-112.52
2025-12-01T09:06:02Z;Retención Impuesto a los IIBB de Santa Fe;2135712207248;135976774114;-174
2025-12-01T09:11:53Z;Cobro;2135715815308;135360885853;7000
